F10A3,F10A5,F10B3,F10B5,F10C1,F10C3,F10C4,F10D1,F10D5,F10E3,F10E5,F10F1,F10F3,F10F5,F10G2,F11A3,F11A6,F11B1,F11B2,F11B5,F11C2,F11D1,F11D2,F11D4,F11G3,F11G4,F12B1,F12B2,F12B3,F12C6,F12D4,F12E1,F12E4,F12E5,F12E6,F12F1,F12F5,F12G1,F15A3,F15A5,F15A6,F15B5,F15C5,F15C6,F15C8,F15D1,F15D2,F15E1,F15E2,F15E4,F15E5,F15E7,F15F1,F15F3,F15F5,F15F6,F15F8,F15H1,F15H5,F16A2,F16A4,F16A5,F16B1,F16B2,F16B3,F16B6,F16C1,F16D6,F16F4,F16G3,F16G4,F16G6,F17A7,F17B1,F17B7,F17C1,F17C2,F17C7,F17D6,F17E6,F17E7,F17F3,F17F5,F17G3,F17G5,F18B2,F18B4,F18C4,F18D2,F18E1,F18E2,F18F2,F3F1,F5A2,F5A4,F5B1,F5B2,F5B3,F5B4,F5C1,F5C2,F5C4,F5D1,F5E2,F5E4,F5F2,F5G2,F6A4,F6B2,F6B4,F6C2,F6C4,F6D2,F6E2,F6E4,F6F2,F6F4,F6G2,F6G3,F7A3,F7A6,F7B1,F7B2,F7B4,F7B5,F7B6,F7C1,F7C2,F7C6,F7D2,F7D3,F7D4,F7D6,F7E2,F7E6,F7F2,F7F3,F7F6,F7G2,F7G5,F8A1,F8A2,F8B2,F8B4,F8B5,F8C5,F8D3,F8D4,F8E6,F8G1,F8G2,F9A2,F9A3,F9A4,F9A5,F9B4,F9B6,F9C5,F9D3,F9D6,F9F2,F9F3,F9G3
F12F1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
F12F5,0.7857142857142857,1.0,0.0,0.8490566037735849,0.0,0.7924528301886793,0.8,0.7428571428571429,0.0,1.0,0.7924528301886793,0.7169811320754716,0.375,0.4444444444444444,0.675,0.7547169811320755,0.7142857142857143,0.625,0.5333333333333333,0.8333333333333334,0.8490566037735849,0.7222222222222222,0.36363636363636365,0.7083333333333334,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.4,0.0,0.7358490566037735,0.625,0.8888888888888888,0.7,1.0,1.0,0.5882352941176471,1.0,1.0,0.56,1.0,0.7777777777777778,0.8,0.631578947368421,0.717948717948718,0.6875,0.7,0.6666666666666666,0.4,0.7333333333333333,0.6388888888888888,1.0,0.0,0.6818181818181818,1.0,0.6,0.7777777777777778,0.8333333333333334,1.0,0.6666666666666666,0.6862745098039216,0.8333333333333334,0.6896551724137931,0.5714285714285714,0.631578947368421,0.6666666666666666,0.5714285714285714,1.0,1.0,0.9166666666666666,0.5714285714285714,0.875,0.625,1.0,0.72,1.0,0.8461538461538461,1.0,1.0,1.0,0.7,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.7142857142857143,0.7857142857142857,0.2,0.5,0.4666666666666667,0.2,0.7142857142857143,0.8113207547169812,0.7142857142857143,0.8888888888888888,0.7,0.696969696969697,0.8888888888888888,0.7777777777777778,0.7142857142857143,1.0,1.0,0.6666666666666666,1.0,0.75,0.8333333333333334,0.8333333333333334,0.8679245283018868,1.0,1.0,0.8333333333333334,0.5263157894736842,0.9090909090909091,0.68,0.625,0.7857142857142857,0.6666666666666666,0.0,0.5,0.75,0.7735849056603774,0.8490566037735849,0.0,0.7777777777777778,1.0,0.6363636363636364,0.0,0.5,0.7142857142857143,0.5,1.0,0.6153846153846154,0.0,0.8,0.0,0.0,0.8490566037735849,0.0,0.0,0.5,0.625,0.6666666666666666,1.0,1.0,0.6862745098039216,0.7297297297297297,0.525,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.8,1.0,0.6666666666666666,0.6,0.4444444444444444,0.4444444444444444,0.6842105263157895,0.7692307692307693,0.8
F12G1,0.47058823529411764,0.0,0.0,0.7647058823529411,0.0,1.0,0.1,0.8823529411764706,0.0,0.0,0.5882352941176471,0.6470588235294118,0.75,0.6666666666666666,0.35294117647058826,0.5294117647058824,0.14285714285714285,0.5,0.6666666666666666,0.6666666666666666,0.8823529411764706,0.5294117647058824,0.09090909090909091,0.35294117647058826,0.29411764705882354,1.0,1.0,0.0,0.1111111111111111,0.7,0.0,0.35294117647058826,0.375,0.2222222222222222,0.6,1.0,0.5882352941176471,1.0,0.0,0.75,0.0,1.0,0.47058823529411764,0.0,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.0,0.0,0.2,0.6666666666666666,0.23529411764705882,0.0,0.0,0.7058823529411765,0.0,0.8,0.2222222222222222,0.16666666666666666,0.5,0.0,0.17647058823529413,0.0,0.058823529411764705,0.0,0.6470588235294118,0.0,0.7142857142857143,0.0,0.0,0.3333333333333333,0.7647058823529411,0.125,0.6875,0.14285714285714285,0.11764705882352941,0.0,0.07692307692307693,0.625,0.3333333333333333,0.0,0.1,0.11764705882352941,0.17647058823529413,0.07142857142857142,0.5882352941176471,0.21428571428571427,0.8,0.0,0.0,0.6,0.5714285714285714,0.7647058823529411,0.0,0.0,0.29411764705882354,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.4117647058823529,0.0,0.0,0.16666666666666666,0.11764705882352941,0.5454545454545454,0.0,0.5625,0.0,0.6666666666666666,0.0,0.5,0.0,0.8235294117647058,0.8823529411764706,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.5714285714285714,0.5,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,1.0,0.25,0.6666666666666666,0.0,0.0,0.17647058823529413,0.29411764705882354,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.29411764705882354,0.4,0.8888888888888888,0.6666666666666666,0.7647058823529411,0.0,0.06666666666666667
F15A3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
F15A5,0.75,0.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.25,0.5,0.75,0.25,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.5,0.0,1.0,0.75,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.25,0.5,0.25,0.75,0.25,0.25
F15A6,0.56,0.0,0.0,0.8,0.0,0.8,0.0,0.04,1.0,0.0,0.84,0.84,0.0,0.0,0.68,0.84,0.2857142857142857,0.0625,0.0,0.0,0.8,0.28,0.45454545454545453,0.25,0.4,0.0,0.0,0.0,0.8888888888888888,0.0,1.0,0.72,0.25,0.0,0.0,0.0,0.56,0.0,1.0,0.0,1.0,0.0,0.16666666666666666,1.0,0.42105263157894735,0.64,0.52,0.6,0.0,0.4,0.0,0.64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.92,0.6666666666666666,0.68,0.7142857142857143,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.3125,0.0,0.14285714285714285,0.44,0.2857142857142857,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.05555555555555555,0.35714285714285715,0.0,0.2857142857142857,0.0,0.5,0.7333333333333333,0.0,0.0,0.56,0.7142857142857143,0.2222222222222222,0.72,0.72,0.2222222222222222,0.6666666666666666,0.42857142857142855,1.0,0.0,0.3333333333333333,1.0,0.375,1.0,1.0,0.96,0.0,0.0,0.8333333333333334,0.47368421052631576,0.0,0.76,0.0,0.5,0.0,0.0,0.5,0.0,0.56,0.76,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.4375,0.0,0.25,0.0,0.84,0.52,0.76,1.0,0.14285714285714285,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,1.0,0.2777777777777778,0.2,0.0,0.0,0.32,0.4,0.3333333333333333
F15B5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
F15C5,0.5,0.0,0.0,1.0,0.0,0.7777777777777778,0.3,0.7777777777777778,0.0,1.0,0.7222222222222222,0.8888888888888888,0.375,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.375,0.4666666666666667,0.3333333333333333,0.8333333333333334,0.6111111111111112,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.2222222222222222,0.4,1.0,0.7222222222222222,0.125,0.4444444444444444,0.5,1.0,0.7777777777777778,0.47058823529411764,0.0,0.75,0.16666666666666666,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.2222222222222222,0.6666666666666666,0.6,0.4,0.4444444444444444,1.0,0.0,0.4444444444444444,0.0,0.8,0.5555555555555556,0.5833333333333334,0.75,0.5,0.6111111111111112,0.0,0.2222222222222222,0.0,0.3888888888888889,0.0,0.2857142857142857,0.0,0.0,0.4166666666666667,0.3333333333333333,0.25,0.4375,0.0,0.2222222222222222,0.2857142857142857,0.38461538461538464,0.125,0.0,0.0,0.2,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.3888888888888889,0.2857142857142857,0.4,0.0,0.06666666666666667,0.2,0.14285714285714285,0.9444444444444444,0.14285714285714285,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.7222222222222222,0.0,0.5,0.0,0.16666666666666666,0.36363636363636365,0.1111111111111111,0.375,0.14285714285714285,0.3333333333333333,0.0,0.5,0.5,0.9444444444444444,0.8888888888888888,0.0,0.3333333333333333,0.0,0.36363636363636365,0.0,0.0,0.0,0.5,0.5,0.4444444444444444,0.0,0.4,0.0,0.0,0.9444444444444444,0.0,0.0,0.25,0.0625,0.3333333333333333,0.25,1.0,0.6666666666666666,0.4444444444444444,0.2777777777777778,0.0,0.14285714285714285,0.3333333333333333,0.5,1.0,0.75,1.0,0.4,0.0,0.2777777777777778,0.26666666666666666,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.26666666666666666
F15C6,0.6,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.8,0.8,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.4,0.2,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.25,0.0,1.0,0.6,0.8,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2
F15C8,0.5263157894736842,0.0,1.0,0.8947368421052632,0.0,0.7368421052631579,0.3,0.3684210526315789,0.0,0.0,0.7894736842105263,0.8947368421052632,0.375,0.4444444444444444,0.5263157894736842,0.7894736842105263,0.0,0.125,0.4,0.0,0.7368421052631579,0.6842105263157895,0.09090909090909091,0.0,0.47368421052631576,0.0,0.0,1.0,0.2222222222222222,0.2,0.0,0.631578947368421,0.375,0.1111111111111111,0.4,0.0,0.631578947368421,0.17647058823529413,0.0,0.0,0.42105263157894735,0.0,0.16666666666666666,0.4,1.0,0.6842105263157895,0.42105263157894735,0.3157894736842105,0.3333333333333333,0.2,0.06666666666666667,0.47368421052631576,1.0,1.0,0.15789473684210525,0.0,0.2,0.1111111111111111,0.25,0.0,0.16666666666666666,0.7894736842105263,0.6666666666666666,0.5263157894736842,0.14285714285714285,0.2631578947368421,0.0,0.2857142857142857,0.0,0.0,0.08333333333333333,0.2631578947368421,0.375,0.125,0.42857142857142855,0.3684210526315789,0.2857142857142857,0.3076923076923077,0.0,0.0,0.0,0.1,0.4444444444444444,0.2777777777777778,0.42857142857142855,0.21052631578947367,0.14285714285714285,0.4,0.16666666666666666,0.2,0.4,0.0,0.7894736842105263,0.2857142857142857,0.1111111111111111,0.5263157894736842,0.47368421052631576,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.125,0.16666666666666666,0.3333333333333333,0.7894736842105263,0.0,0.5,0.16666666666666666,0.2631578947368421,0.0,0.3157894736842105,0.375,0.14285714285714285,0.0,0.0,1.0,0.0,0.8947368421052632,0.7894736842105263,0.0,0.4444444444444444,0.5,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.25,0.1875,0.0,0.25,0.0,0.7368421052631579,0.5263157894736842,0.5263157894736842,0.0,0.2857142857142857,0.16666666666666666,0.25,0.0,0.0,0.0,0.1,0.0,0.05555555555555555,0.26666666666666666,0.2222222222222222,0.2222222222222222,0.631578947368421,0.2631578947368421,0.13333333333333333
F15D1,0.5897435897435898,1.0,1.0,0.9230769230769231,1.0,0.7948717948717948,0.5,0.22857142857142856,1.0,0.0,0.8974358974358975,0.8205128205128205,0.0,0.1111111111111111,0.5128205128205128,0.8205128205128205,0.2857142857142857,0.125,0.26666666666666666,0.0,0.717948717948718,0.5555555555555556,0.7272727272727273,0.3333333333333333,0.5666666666666667,0.0,0.0,1.0,0.5555555555555556,0.0,1.0,0.8717948717948718,0.375,0.2222222222222222,0.2,0.0,0.717948717948718,0.058823529411764705,1.0,0.0,0.64,0.0,0.3333333333333333,0.8,0.6842105263157895,1.0,0.5,0.65,1.0,0.0,0.06666666666666667,0.6388888888888888,1.0,1.0,0.13636363636363635,1.0,0.0,0.1111111111111111,0.25,0.25,0.5,0.9487179487179487,0.6666666666666666,0.6551724137931034,0.5714285714285714,0.15789473684210525,0.6666666666666666,0.14285714285714285,1.0,0.0,0.25,0.14285714285714285,0.875,0.0625,0.8571428571428571,0.64,0.7142857142857143,0.6923076923076923,0.125,0.0,1.0,0.7,0.6666666666666666,0.5555555555555556,0.7857142857142857,0.09523809523809523,0.42857142857142855,0.0,1.0,0.7333333333333333,0.2,0.14285714285714285,0.7948717948717948,0.5714285714285714,0.7777777777777778,0.8205128205128205,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.7142857142857143,0.5,0.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.9230769230769231,0.0,0.5,0.3333333333333333,0.8421052631578947,0.09090909090909091,0.72,0.25,0.5714285714285714,0.3333333333333333,1.0,0.5,0.5,0.7692307692307693,0.7948717948717948,0.0,0.7777777777777778,1.0,0.18181818181818182,1.0,0.0,0.0,0.0,0.5,0.46153846153846156,0.0,0.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.0,0.5625,0.0,1.0,0.0,0.9230769230769231,0.5675675675675675,0.5384615384615384,0.0,1.0,0.5,0.75,1.0,0.25,1.0,0.3,0.0,0.6111111111111112,0.26666666666666666,0.0,0.1111111111111111,0.4473684210526316,0.6538461538461539,0.6
F15D2,0.5625,0.0,0.0,0.8125,1.0,0.8125,0.3,0.40625,0.0,0.0,0.65625,0.71875,0.625,0.6666666666666666,0.5,0.8125,0.5714285714285714,0.375,0.5333333333333333,0.8333333333333334,0.84375,0.5,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.2222222222222222,0.6,0.0,0.5,0.25,0.1111111111111111,0.7,0.0,0.6875,0.35294117647058826,1.0,0.75,0.52,1.0,0.3888888888888889,0.8,0.42105263157894735,0.5,1.0,0.45,0.6666666666666666,0.4,0.4666666666666667,0.375,1.0,0.0,0.4090909090909091,1.0,0.8,0.1111111111111111,0.25,0.0,0.3333333333333333,0.59375,0.6666666666666666,0.5172413793103449,0.7142857142857143,0.42105263157894735,0.6666666666666666,0.42857142857142855,0.0,0.0,0.25,0.6666666666666666,0.4375,0.375,0.2857142857142857,0.44,0.42857142857142855,0.3076923076923077,0.375,0.6666666666666666,1.0,0.1,0.4444444444444444,0.2777777777777778,0.42857142857142855,0.38095238095238093,0.21428571428571427,0.6,0.6666666666666666,0.4666666666666667,0.2,0.5714285714285714,0.75,0.2857142857142857,0.2222222222222222,0.5625,0.34375,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.25,1.0,0.3333333333333333,0.0,0.75,0.16666666666666666,0.3333333333333333,0.75,1.0,0.5,0.5,0.47368421052631576,0.18181818181818182,0.64,0.75,0.42857142857142855,0.6666666666666666,1.0,0.5,0.25,0.75,0.84375,1.0,0.4444444444444444,0.5,0.36363636363636365,1.0,1.0,0.7142857142857143,1.0,0.0,0.46153846153846156,1.0,0.4,1.0,1.0,0.9375,1.0,1.0,0.25,0.3125,0.6666666666666666,0.25,0.0,0.59375,0.46875,0.625,1.0,0.2857142857142857,0.16666666666666666,0.5,0.0,0.25,0.0,0.0,1.0,0.4444444444444444,0.4666666666666667,0.5555555555555556,0.5555555555555556,0.46875,0.3076923076923077,0.4
F15E1,0.55,0.0,0.0,0.9,0.0,0.75,0.2,0.2,1.0,0.0,0.7,0.85,0.0,0.1111111111111111,0.5,0.95,0.0,0.0625,0.13333333333333333,0.0,0.65,0.25,0.45454545454545453,0.35,0.35,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.75,0.25,0.1111111111111111,0.2,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.2222222222222222,0.4,0.3157894736842105,0.65,0.45,1.0,0.3333333333333333,0.6,0.0,0.6,1.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.95,0.16666666666666666,0.45,0.7142857142857143,0.05263157894736842,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333,0.1,0.1875,0.0,0.2857142857142857,0.35,0.0,0.3076923076923077,0.0,0.0,0.0,0.3,0.3333333333333333,0.2777777777777778,0.35714285714285715,0.1,0.07142857142857142,0.0,0.5,0.6,0.0,0.0,0.6,0.42857142857142855,0.3333333333333333,0.75,0.65,0.0,0.3333333333333333,0.5714285714285714,0.75,0.0,0.3333333333333333,1.0,0.125,0.6666666666666666,0.5,0.95,0.0,0.5,0.8333333333333334,0.21052631578947367,0.0,0.55,0.125,0.35714285714285715,0.3333333333333333,0.0,0.5,0.25,0.5,0.85,0.0,0.2222222222222222,0.5,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.9,0.35,0.5,1.0,0.2857142857142857,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,1.0,0.2222222222222222,0.13333333333333333,0.0,0.0,0.45,0.45,0.26666666666666666
F15E2,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
F15E4,0.4,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.6,1.0,0.0,0.0,0.4,1.0,0.0,0.2,0.2,0.0,0.6,0.6,0.2,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.6,0.0,0.2,0.0,0.4,0.6,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.2,1.0,0.0,0.6,0.2,0.2,0.3333333333333333,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.6,0.2,0.0,0.0,0.2,0.2,0.0,0.8,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4
